id,title,venue,year
129998,"Intelligent diagnosis and calculation of electrical insulation fault for smart power grid","Applied Mechanics and Materials","zhou_jing_zhang"
42091,"Robust H∞ control for uncertain nonlinear singular systems with timevarying delay","ICIC Express Letters","xiaoming_du"
155356,"Theoretical research of applying Mg to ultra clean steel production","Kang TiehIron and Steel Peking","min_jiang"
49255,"Species variation in the mechanisms of mesenchymal stem cellmediated immunosuppression","Stem Cells","guangwen_ren"
142278,"Study on silicon microresonators by using a novel optical excitation and detection apparatus","Chinese Optics Letters","xuefeng_wang"
111446,"Stress wave reflection imaging diagnosis for complex defects on concrete structure","Zhendong Ceshi Yu ZhenduanJournal of Vibration Measurement and Diagnosis","zhongfang_li"
150712,"A new piezoelectric response model for protein adsorption kinetics at a solidliquid interface","Microchemical Journal","hui_peng"
191552,"Association of the smoothelin SMTN gene with cerebral infarction in men A haplotypebased casecontrol study","Vascular Medicine United Kingdom","naoyuki_sato"
190916,"Coordination polymers with varied metal centers and flexible tripodal ligand 135trisimidazol1ylmethylbenzene Synthesis structure and reversible anion exchange property","Crystal Growth and Design","qing_hua"
190483,"Characterization and expression pattern of pouII1 a novel class II POU gene in zebrafish","Chinese Science Bulletin","y_cao"
72152,"An improved cache invalidation schema based on mobile agent","Proceedings of the 2010 2nd International Conference on Future Computer and Communication ICFCC 2010","zhiyun_zhou"
44747,"Erratum Influences of lead II chloride on the nitrogen metabolism of Spinach Biological Trace Element Research 2008 121 258265 DOI 101007s120110078046y","Biological Trace Element Research","fashui_hong"
136059,"Solidliquid interface morphology of the unidirectionally solidified Ni2MnGa magnetic shape memory alloy","Jinshu XuebaoActa Metallurgica Sinica","jinghua_liu"
92377,"Unfavorable prognostic value of human PEDF decreased in highgrade prostatic intraepithelial neoplasia A differential proteomics approach","Cancer Investigation","sun_zeyu"
164312,"Assembled organicinorganic pn junction interface and photovoltaic cell on a single nanowire","Journal of Physical Chemistry Letters","huibiao_liu"
93769,"An economical device for carbon supplement in largescale microalgae production","Bioprocess and Biosystems Engineering","wei_cong"
189639,"Application of indirect adaptive fuzzy control in are furnace","Proceedings of the World Congress on Intelligent Control and Automation WCICA","ping_guan"
65614,"Molecular systematics of Dendrobium Orchidaceae Dendrobieae from mainland Asia based on plastid and nuclear sequences","Molecular Phylogenetics and Evolution","xiao_guo_xiang"
166773,"Error Analysis and System Implementation for Structured Light Stereo Vision 3D Geometric Detection in Large Scale Condition","Proceedings of SPIE The International Society for Optical Engineering","shun_wang"
41886,"Biologics for the prevention of postoperative Crohns disease recurrence A systematic review and metaanalysis","Clinics and Research in Hepatology and Gastroenterology","yan_fang_chen"
3673,"Human Adipose TissueDerived Adult Stem Cells Can Lead to Multiorgan Engraftment","Transplantation Proceedings","q_lin"
28308,"Protective effect of 7difluoromethoxy54Dihydroxyl isoflavone against the damage induced by glutamate in PC12 cells","International Journal of Molecular Medicine","jian_guo_cao"
136871,"A peptide derivative serves as a fibroblast growth factor 2 antagonist in human gastric cancer","Tumor Biology","lingyi_shi"
102263,"Carbonation around near aggregate regions of old hardened concrete cement paste","Cement and Concrete Research","c_m_tam"
142961,"Influence of shaping condition on etherification performance of Hβ zeolite","Petroleum Science and Technology","haiyan_wang"
108530,"Effect of bias voltage on the properties of hydrogenated amorphous carbon films fabricated on CoCrMo alloy by electron cyclotron resonance plasma enhance chemical vapor deposition ECRPECVD","Physics Procedia","y_x_leng"
48484,"Construction of human BTG2 eukaryotic expression vector with FLAG tag and its expression in HeLa cells","Journal of Jilin University Medicine Edition","zhen_hua_he"
73591,"One frame of expert system for product design","Second International Conference on Innovative Computing Information and Control ICICIC 2007","jiuxi_li"
2558,"A remark on a standard and linear vector network equilibrium problem with capacity constraints","European Journal of Operational Research","s_j_li"
7728,"Lithium titanate hybridized with trace amount of graphene used as an anode for a high rate lithium ion battery","Electrochimica Acta","chen_zhang"
42821,"A low complexity scalable video compressor for multiple source digit home settop box","Proceedings 2011 2nd International Conference on Innovations in BioInspired Computing and Applications IBICA 2011","hsueh_yi_lin"
93371,"Preparation and clinical application of an intelligent determination and analysis system for glomerular filtration rate","Chinese Critical Care Medicine","jun_shi"
49065,"Experimental demonstration and analysis of compact siliconnanowirebased couplers","Optical Engineering","wenqian_zhou"
128323,"The NdCaYAlO4 passively mode locked laser with a SESAM","2010 Photonics Global Conference PGC 2010","changwen_xu"
157390,"A study on the influence of the 2008 Wenchuan earthquake on the stability of the QinghaiTibet Plateau tectonic block system","Tectonophysics","banghui_lin"
159171,"The relationship between tumor necrosis factorα polymorphisms and hepatitis C virus infection A systematic review and metaanalysis","Renal Failure","jianqing_wu"
22840,"Identification and genomic analysis of a novel member of Microviridae IME16 through highthroughput sequencing","Virologica Sinica","yong_huang"
98114,"Toward collinearityavoidable localization for wireless sensor network","Journal of Sensors","jimin_yu"
166667,"A simple method for the preparation of magnesium phosphate conversion coatings on a AZ31 magnesium alloy with improved corrosion resistance","RSC Advances","ming_zhang"
86591,"Electrochemical synthesis of reduced graphene sheetAuPd alloy nanoparticle composites for enzymatic biosensing","Biosensors and Bioelectronics","sundaram_gunasekaran"
112114,"Synthesis and characterization of porous oil gels based on EPDM4tertButylstyrene","Proceedings of 2007 International Conference on Advanced Fibers and Polymer Materials ICAFPM 2007","yumei_zhang"
179682,"Retrospective occupational exposure assessment for casecontrol and caseseries epidemiology studies based in Shanghai China","Journal of Occupational and Environmental Hygiene","yimei_hetherington"
164394,"A novel polyNvinylcaprolactambased welldefined amphiphilic graft copolymer synthesized by successive RAFT and ATRP","Polymer Chemistry","yongjun_li"
16823,"Transcriptional and physiological changes of alfalfa in response to aluminium stress","Journal of Agricultural Science","k_z_li"
125147,"Precise location of proton of betasecretase for catalytic aspartates Asp 32 and Asp 228 in Alzheimers patients","Neural Regeneration Research","shu_liu"
26872,"LCMSMS determination and pharmacokinetic study of four lignan components in rat plasma after oral administration of Acanthopanax sessiliflorus extract","Journal of Ethnopharmacology","ying_deng"
172331,"Simplified DGS procedure for largescale genome structural study","BioTechniques","san_ming_wang"
152281,"Design and implementation of a scalable LBS middleware based on the PUBSUB paradigm and load balancing mechanism","Parallel and Distributed Computing Applications and Technologies PDCAT Proceedings","fang_zhao"
44652,"Interleukin4 590TC polymorphism influences the susceptibility to nonsmall cell lung cancer","DNA and Cell Biology","yi_liu"
99465,"Buried oxide properties in oxygen plasmaenhanced lowtemperature wafer bonding","Journal of the Electrochemical Society","y_h_wu"
28793,"Effect of heat treatment on the thermal expansion of 2D and 3D CSiC composites from room temperature to 1400 °C 8","Carbon","laifei_cheng"
29741,"Resveratrol attenuates early diabetic nephropathy by downregulating glutathione Stransferases Mu in diabetic rats","Journal of Medicinal Food","bei_jiang"
11671,"Evolutionary analysis of rubella viruses in mainland China during 20102012 Endemic circulation of genotype 1E and introductions of genotype 2B","Scientific Reports","shuang_wang"
140435,"Establishment of MiddleUpper Ordovician Dawashan Formation in central Qiangtang Tibetan Plateau and its significance","Geological Bulletin of China","yiming_liu"
23799,"Dispersive liquidliquid microextraction for the determination of phenols by acetonitrile stacking coupled with sweepingmicellar electrokinetic chromatography with largevolume injection","Journal of Chromatography A","hui_he"
165301,"Antiemesis effect and brain fMRI response of gastric electrical stimulation with different parameters in dogs","Neurogastroenterology and Motility","p_lei"
79541,"Forecast model for stability of layered rocky slope based on observed shear displacement","Yanshilixue Yu Gongcheng XuebaoChinese Journal of Rock Mechanics and Engineering","zhijian_chen"
182419,"Thermal expansion and theoretical density of 22446 6hexanitrostilbene","Journal of Materials Science","chaoyang_zhang"
96755,"Generation and measurement of complex laser pulse shapes in the SGIII laser facility","Chinese Optics Letters","huaiwen_guo"
37562,"Clathration of TwoDimensional Coordination Polymers Synthesis and Structures of M44bpy2H2O 2ClO 4224bpy2 H2O and Cu44bpy2H2O 2ClO4444H2Bpy","Inorganic Chemistry","ming_liang_tong"
56817,"Phenylpropanoid glycosides from Scrophularia ningpoensis","Phytochemistry","da_yuan_zhu"
67515,"Dihydromyricetin improves glucose and lipid metabolism and exerts antiinflammatory effects in nonalcoholic fatty liver disease A randomized controlled trial","Pharmacological Research","yu_qin"
93888,"A peptide of footandmouth disease virus serotype Asia1 generating a neutralizing antibody response and an immunostimulatory peptide","Veterinary Microbiology","wei_yao_yan"
110814,"Characterization of perovskitetype LaCoO3 nanocrystals prepared by a stearic acid solgel process","Journal of Materials Science Letters","xujie_yang"
190762,"The phase stability and thermophysical properties of InFeO3ZnOm m=2 3 4 5","Journal of the European Ceramic Society","chaolei_zhang"
128131,"Endoscopic minimal invasive cholecystolithotomy vs laparoscopic cholecystectomy in treatment of cholecystolithiasis in China A metaanalysis","International Journal of Surgery","guobin_wang"
129958,"Asset analysis of risk assessment for IEC 61850Based power control systems Part II Application in substation","IEEE Transactions on Power Delivery","jianhua_zhang"
121182,"Updated study on multiTeV cosmicray modulation with the Tibet III air shower array using the eastwest method","Chinese Physics C","zheng_tao_hou"
39105,"Routing mechanism in IPDWDM optical internet","Dongbei Daxue XuebaoJournal of Northeastern University","si_ming_lin"
169418,"Research and implementation of SNMP in ForCES framework","2007 International Conference on Wireless Communications Networking and Mobile Computing WiCOM 2007","weiming_wang"
132096,"GISbased road traffic control information and traffic resources analysis system","Dalian Ligong Daxue XuebaoJournal of Dalian University of Technology","bin_yu"
96878,"Polarizationdependent optical responses of Sbtype nearfield optical disk structure","Proceedings of SPIE The International Society for Optical Engineering","din_ping_tsai"
44670,"Characterization of the minimal replicon of pHM300 and independent copy number control of major and minor chromosomes of Haloferax mediterranei","FEMS Microbiology Letters","di_miao"
60445,"Dielectric characteristics of Cu modified Ztype planar hexaferrite","IEEE International Symposium on Applications of Ferroelectrics","zhilun_gui"
48957,"Research of intelligent clothing for body temperature monitoring based on distributed optical fiber bragg grating sensors","Guangxue XuebaoActa Optica Sinica","enbang_li"
3032,"GOLPH3 overexpression correlates with tumor progression and poor prognosis in patients with clinically N0 oral tongue cancer","Journal of Translational Medicine","ming_song"
147163,"Farzone polarization distribution properties of partially coherent beams with nonuniform source polarization distributions in turbulent atmosphere","Optics Express","xin_cheng"
86097,"Experimental study on flocculating effect of Chinese herbs licorice waterextract liquid based on ζ potential","Chinese Traditional and Herbal Drugs","hao_yu_quan"
42299,"Fluoride Affects Calcium Homeostasis and Osteogenic Transcription Factor Expressions Through Ltype Calcium Channels in Osteoblast Cell Line","Biological Trace Element Research","xiu_yun_zhang"
119740,"Mesospheric wind disturbances due to gravity waves near the Antarctica Peninsula","Journal of Geophysical Research Atmospheres","h_iimura"
101127,"Thermorheology and crystallization behaviors of polyethylenes Effect of molecular attributes","Journal of Macromolecular Science Part B Physics","long_wang"
127729,"The impact of Metastasis Suppressor1 MTSS1 on oesophageal squamous cell carcinoma and its clinical significance","Journal of Translational Medicine","zhiqian_zhang"
192211,"Interesting weak interactions in three silver coordination polymers based on tetrafluorobenzenedicarboxylate and benzonitrile ligands","Jiegou Huaxue","jian_jun_zhang"
64427,"Ambipolar Transporting 12Benzanthracene Derivative with Efficient Green Excimer Emission for SingleLayer Organic LightEmitting Diodes","Advanced Optical Materials","deqiang_zhang"
103038,"Synthesis crystal structure thermal behavior and photoluminescence of a novel twodimensional CdII coordination polymer","Jiegou Huaxue","xiu_yan_wang"
168196,"Blind joint angle frequency and polarization estimation for polarization sensitive array using quadrilinear decomposition","Journal of Circuits Systems and Computers","xiaofei_zhang"
50357,"Piezoresistance property of cementbased composites filled with carbon black and the application of it for strain sensing","Proceedings of SPIE The International Society for Optical Engineering","li_hui"
23148,"Silicasupported chiral catalysts for asymmetric transfer hydrogenation","Current Organic Chemistry","tanyu_cheng"
198770,"Acoustic absorption performance research of coir density board","Advanced Materials Research","lili_ma"
100947,"Effects of deformation temperature and rate on compressive deformation behavior of Y112 die cast aluminum alloy in semisolid state","Transactions of Nonferrous Metals Society of China English Edition","ming_bo_yang"
58104,"Exploration study on the effectiveness of problembased learning in clinical skill training","Chinese Journal of EvidenceBased Medicine","yi_ping_wang"
107972,"Possible involvement of Pglycoprotein in the biliary excretion of grepafloxacin","Clinical and Experimental Pharmacology and Physiology","yasuaki_tatsumi"
161359,"In vivo electrochemical monitoring of the change of cochlear perilymph ascorbate during salicylateinduced tinnitus","Analytical Chemistry","ping_yu"
161258,"Global sensitivity of random parameters in vibration transfer path systems","Applied Mechanics and Materials","yi_min_zhang"
27483,"UVozone treatment on Cs","Journal of Nanomaterials","yang_liu"
114327,"Efficient 23Butanediol production from Cassava powder by a cropbiomassutilizer enterobacter cloacae subsp dissolvens SDM","PLoS ONE","chao_gao"
193307,"Effect of monorhamnolipid on the degradation of nhexadecane by Candida tropicalis and the association with cell surface properties","Applied Microbiology and Biotechnology","zhifeng_liu"
93302,"Highconductivity binary MgZn sheet processed by cold rolling and subsequent aging","Journal of Alloys and Compounds","hucheng_pan"
193258,"PEC electrode of ZnO nanorods sensitized by CdS with different size and its photoelectric properties","International Journal of Hydrogen Energy","keying_guo"
16001,"Liquid mixing in eccentric stirred tank","Huagong XuebaoCIESC Journal","zhe_liu"
41852,"Effects of amorphous and nanocrystalline inoculants on the microstructure and mechanical behavior of FeSiMn steels","Advanced Materials Research","kuo_jia"
78976,"Fabrication and optical properties of largescale ZnO nanotube bundles via a simple solution route","Journal of Physical Chemistry C","changlu_shao"
114967,"A new splitting graph construction algorithm for SIAR router","Proceedings of International Conference on ASIC","jinming_zhao"
75641,"Leaf growth of castanopsis fargesii in evergreen BroadLeaved forest in tiantong national forest park of Zhejiang China","Journal of Ecology and Rural Environment","yong_li_cai"
41233,"An evaluation model and empirical study on standardization of railway construction project","International Journal of Digital Content Technology and its Applications","xiuhuan_li"
199450,"MicroRNA profiling in the serums of SCA3MJD patients","International Journal of Neuroscience","junling_wang"
133648,"Fabrication of bioinspired omnidirectional and gapless microlens array for wide fieldofview detections","Applied Physics Letters","jinhai_si"
137822,"Highly efficient doubleended diffusionbonded NdYVO 4 1525nm eyesafe Raman laser under direct 880nm pumping","Applied Physics B Lasers and Optics","h_j_zhang"
4696,"p28GANK is a novel marker for prognosis and therapeutic target in gastric cancer","Molecular Biology","q_c_zhao"
55406,"Significance of Septin9 gene methylation detection of plasma circulation DNA in colorectal cancer screening","National Medical Journal of China","sheng_jianqiu"
111736,"Imaging method based on compressed sensing for the cognitive sparse aperture of ISAR","Tongxin XuebaoJournal on Communications","guo_zheng_wang"
102259,"Evaluation of implementing ISO 90012000 Standard in the construction industry of China","Architectural Science Review","c_m_tam"
151400,"Influence of different nucleating agent additives on phase structure and ferroelectric properties of SrOBaONb2O5CaOSiO 2B2O3 glassceramics","Journal of Materials Science Materials in Electronics","pan_gao"
41178,"Some new error inequalities for a Taylorlike formula","Journal of Computational Analysis and Applications","wenjun_liu"
6863,"Research on antivibration scheme of FOG SINS","Proceedings 2009 International Conference on Computer Engineering and Technology ICCET 2009","jian_hua_cheng"
138599,"Formation of a unique crystal morphology for the polyethylene glycolpolyεcaprolactone diblock copolymer","Biomacromolecules","xiuli_zhuang"
103273,"Naringin treatment improves functional recovery by increasing BDNF and VEGF expression inhibiting neuronal apoptosis after spinal cord injury","Neurochemical Research","feng_wei"
8794,"Using a photochemical method and chitosan to prepare surfaceenhanced Raman scatteringactive silver nanoparticles","Analytica Chimica Acta","kuang_hsuan_yang"
71258,"Cavitation resonance The phenomenon and unknown","Journal of Hydrodynamics","sc_li"
44472,"Experimental study of capacitive RF cC 4F 8 discharge with synchrotron vacuum ultraviolet photoionization mass spectrometry","Plasma Chemistry and Plasma Processing","tao_yuan"
132664,"Pulse repetition frequency effect on nanosecondpulse diffuse discharge in atmosphericpressure air with a pointtoplane gap","IEEE Transactions on Plasma Science","cheng_zhang"
130073,"Solving complex concentric circular mesostructures by using electron tomography","Angewandte Chemie International Edition","nian_liu"
54253,"An onchip wormhole router architecture with dynamically allocated inputqueues","Tien Tzu Hsueh PaoActa Electronica Sinica","hong_lei_zhu"
188744,"USP35 activated by miR let7a inhibits cell proliferation and NFΚB activation through stabilization of ABIN2","Oncotarget","anli_jiang"
126515,"Enterprise credit risk assessment system based on mutiagent","Advances in Information Sciences and Service Sciences","feng_lin"
186213,"Relationship between high frequency defect detection and inclusions in GCr15 bearing steel","Kang TiehIron and Steel","xu_dong_zhang"
51817,"Enhanced output power in GaNbased LEDs with naturally textured surface grown by MOCVD","IEEE Electron Device Letters","j_k_sheu"
108169,"Study on multiplefrequency IGBT high frequency power supply for induction heating","Zhongguo Dianji Gongcheng XuebaoProceedings of the Chinese Society of Electrical Engineering","hui_ming_chen"
200136,"Two new marine species of Pseudovorticella Ciliophora Peritrichia from Qingdao North China","Acta Protozoologica","ping_sun"
188270,"Synergetic anticancer effect of combined quercetin and recombinant adenoviral vector expressing human wildtype p53 GMCSF and B71 genes on hepatocellular carcinoma cells in vitro","World Journal of Gastroenterology","zu_ze_wu"
156914,"Distribution of chromosome numbers in BC2 and BC1F1 progenies derived from Triticum aestivum × Psathyrostachys huashanica","Caryologia","yong_hong_zhou"
117179,"Characterization and anticorrosive properties of poly23dimethylaniline TiO","Polymer Composites","feifei_chen"
138261,"Occasionally connected research and application under the architecture of smart client","ICCSE 2012 Proceedings of 2012 7th International Conference on Computer Science and Education","liuqing_yang"
60823,"Erratum Solidstate MAS NMR detection of the oxidation center in TS1 zeolite by in situ probe reaction Journal of Catalysis 2004 221 670673 DOI 101016jjcat200310020","Journal of Catalysis","zhimin_yan"
152434,"Expression levels of microRNA192 and 215 in gastric carcinoma","Pathology and Oncology Research","jinliang_zhu"
172795,"Effect of postthermal annealing on properties of ZnO thin film grown on cAl2O3 by metalorganic chemical vapor deposition","Journal of Crystal Growth","boyang_liu"
2573,"The Hölder continuity of solutions to generalized vector equilibrium problems","European Journal of Operational Research","l_n_wang"
199251,"Python based 4D visualization environment","International Journal of Advancements in Computing Technology","lin_jing"
62897,"Influence of methanol injection styles on formaldehyde emissions from a DMCC engine","Huanjing Kexue Xuebao Acta Scientiae Circumstantiae","yu_huang"
192183,"Experimental study on index of lowtemperature crack resistance of asphalt binder","Wuhan Ligong Daxue XuebaoJournal of Wuhan University of Technology","bo_li"
183631,"GA based adaptive bandwidth allocation scheme for LEO satellite networks","Proceedings of SPIE The International Society for Optical Engineering","xiaoyan_wang"
183989,"Preliminary investigation of simultaneous measurement of multicomponents in human plasma by nearinfrared spectroscopy","Proceedings of SPIE The International Society for Optical Engineering","yan_wang"
57584,"Discussion on application of heat pipe in airconditioning","Communications in Computer and Information Science","gang_yin"
6416,"Trualarm Trustworthiness analysis of sensor networks in cyberphysical systems","Proceedings IEEE International Conference on Data Mining ICDM","wen_chih_peng"
63702,"Effects of synthesis conditions on chemically initiated oilswellable suspension graft copolymerization of acrylic acid and acrylamide onto solidstate chlorinated polyethylene","Journal of Elastomers and Plastics","rong_hu"
85737,"Impact of process conditions on the density and durability of wheat oat canola and barley straw briquettes","Bioenergy Research","k_l_iroba"
198601,"An alcohol sensing system basing on HRV analysis","IFMBE Proceedings","f_s_chang"
8144,"A synthesizable onchip wormhole router","PACIIA 2009 2009 2nd AsiaPacific Conference on Computational Intelligence and Industrial Applications","lili_cui"
151597,"Characterization of thick HVPE GaN films","Superlattices and Microstructures","jun_chen"
4979,"Photoresponsive 2catenanes Synthesis and properties","Organic and Biomolecular Chemistry","fang_hu"
12149,"Porous mullite ceramics with low thermal conductivity prepared by foaming and starch consolidation","Journal of Porous Materials","heping_zhang"
77074,"Expression of a novel somiteformationrelated gene AmphiSom during amphioxus development","Development Genes and Evolution","deli_shi"
121965,"Change of the cell cycle after flutamide treatment in prostate cancer cells and its molecular mechanism","Asian Journal of Andrology","chang_hong_shi"
3661,"The detection of dioxin and estrogenlike pollutants in marine and freshwater fishes cultivated in Pearl River Delta China","Environmental Pollution","x_wei"
2226,"A partial retrieval algorithm of 3D CAD models based on attributed graphs","Jisuanji Fuzhu Sheji Yu Tuxingxue XuebaoJournal of ComputerAided Design and Computer Graphics","shusheng_zhang"
81701,"Metabolic engineering of E coli for efficient production of glycolic acid from glucose","Biochemical Engineering Journal","yu_deng"
141091,"Evaluation method of assembly yield in threedimension singlestation assembly process based on numbertheoretical net and 3DCS","Key Engineering Materials","zejun_wen"
159986,"Multipleslice spiral CT evaluation of occipital condyle fractures","Chinese Journal of Radiology","yan_feng"
49095,"A study on the fabrication of superhydrophobic iron surfaces by chemical etching and galvanic replacement methods and their antiicing properties","Applied Surface Science","xuejun_lai"
169428,"The contribution of melanocytes to pathological scar formation during wound healing","International Journal of Clinical and Experimental Medicine","rong_jin"
127966,"Further study of a genetic association between the CLDN5 locus and schizophrenia 1","Schizophrenia Research","yan_shen"
141620,"Application of cobalt oxide nanoflower for direct electrochemistry and electrocatalysis of hemoglobin with ionic liquid as enhancer","Journal of Physical Chemistry C","zhihong_zhu"
179475,"Parkin mutations reduce the complexity of neuronal processes in iPSCderived human neurons","Stem Cells","stephen_janoschka"
44734,"Application of preventing circulation loss and plugging technology of the tiny foam drilling fluid in well Yuhuang I","Drilling and Production Technology","xiaoqing_liu"
115720,"UltraHigh FieldEffect Mobility ThinFilm Transistors with MetalOrganic Chemical Vapor Deposition Grown In","IEEE Electron Device Letters","b_fan"
192092,"Performance numerical investigation of doublechannel fancompressor","Hangkong Dongli XuebaoJournal of Aerospace Power","xiao_juan_li"
94836,"Low power parallel VLSI architecture for spatially multiplexed MIMO detection","Xian Dianzi Keji Daxue XuebaoJournal of Xidian University","xiaofeng_li"
152895,"Programmed death1 signaling is essential for the skin allograft protection by alternatively activated dendritic cell infusion in mice","Transplantation","guanxin_shen"
190069,"An RF frontend with an automatic gain control technique for a UV band CMMB receiver","Journal of Semiconductors","lei_wang"
133559,"Generation of continuum extremeultraviolet radiation by carrierenvelopephasestabilized 5fs laser pulses","Chinese Physics Letters","jiang_feng_zhu"
125478,"Optimal partition of power distribution network service areas based on improved KMeans algorithm","POWERCON 2014 2014 International Conference on Power System Technology Towards Green Efficient and Smart Power System Proceedings","jun_liu"
83529,"Effect of the magnetic mirror field on the properties of SnO2 thin film","Gongneng CailiaoJournal of Functional Materials","he_lin_wei"
136241,"Experiment on the propagation mode of continuous rotating detonation wave","Guofang Keji Daxue XuebaoJournal of National University of Defense Technology","weidong_liu"
120468,"Conformation control of a flexible 14phenylenediacetate ligand in coordination complexes A rigiditymodulated strategy","CrystEngComm","zhengang_guo"
48448,"GRASP for traffic grooming and routing with simple path constraints in WDM mesh networks","Computer Networks","tao_ye"
167611,"Analysis on stability characteristics of UHV synchronized power grid","Zhongguo Dianji Gongcheng XuebaoProceedings of the Chinese Society of Electrical Engineering","liang_zhao"
94400,"Berberine radiosensitizes human nasopharyngeal carcinoma by suppressing hypoxiainducible factor1α expression","Acta OtoLaryngologica","qin_qin"
162549,"New double network hydrogel adsorbent Highly efficient removal of CdII and MnII ions in aqueous solution","Chemical Engineering Journal","lin_chu"
49521,"Separation of four basic proteins in the mixture by capillary electrophoresis with a new chemical modification column","Analytical Letters","li_shen"
28066,"Analytical study of Thirring optical solitons with parabolic law nonlinearity and spatiotemporal dispersion","European Physical Journal Plus","chun_wei"
61158,"Photophysics of lanthanide doubledecker compounds with mixed octaethylporphyrinato and 23naphthalocyaninato ligands","Dyes and Pigments","changqin_ma"
195018,"Practical optimal control of largescale water distribution network","High Technology Letters","mou_lu"
75099,"Tracking control of a beltdriving system using improved fourier series based learning controller","2005 IEEERSJ International Conference on Intelligent Robots and Systems IROS","lilong_cai"
111064,"Determination of Metronidazole in Serum by HPLC","Journal of West China University of Medical Sciences","guixiang_rao"
188532,"The ecological method for constructing the ShenzhenHong Kong Western Corridor Bridge","Shenzhen Daxue Xuebao Ligong BanJournal of Shenzhen University Science and Engineering","yong_shi"
18177,"Exchangeenhanced spin splitting in a twodimensional electron gas in the presence of spinorbit interaction and magnetic fields","Physica E LowDimensional Systems and Nanostructures","c_zhang"
134675,"Twodimensional quantum hydrodynamic model for the heating of a solid target using a Gaussian cluster","Laser and Particle Beams","yuan_hong_song"
180585,"Detection of PERV by polymerase chain reaction and its safety in bioartificial liver support system","World Journal of Gastroenterology","yu_ming_wang"
121904,"Timeresolved deformation measurements of the PortevinLe Chatelier bands","Scripta Materialia","x_y_ju"
25669,"Decolorization characteristics of a newly isolated salttolerant Bacillus sp strain and its application for azo dyecontaining wastewater in immobilized form","Applied Microbiology and Biotechnology","qing_wen_tang"
184354,"Berberine inhibits HEp2 cell invasion induced by Chlamydophila pneumoniae infection","Journal of Microbiology","teng_teng_zhang"
39165,"Inhibitory effects of human cholangiocarcinoma cell line by recombinant adenoviruses p16 with CDDP","World Chinese Journal of Digestology","jian_guo_lu"
104658,"Longterm deprivation of gonadal hormone accelerates brain aging in mice","Neurological Research","yuan_luo"
25095,"Atorvastatin overcomes gefitinib resistance in KRAS mutant human nonsmall cell lung carcinoma cells","Cell Death and Disease","h_bi"
116475,"Arsenic Trioxide Attenuates NFκB and Cytokine mRNA Levels in the Livers of Cocks","Biological Trace Element Research","panpan_zhao"
71639,"Synthesis crystal structure magnetic and spectroscopic properties of Cuoxbepy2Nipy22DMF complex of dissymmetrical oxamidate","Journal of Coordination Chemistry","ruojie_tao"
112747,"Effect of the central metal on coordination of 110phenanthroline56 dione in Kegginbased hybrid compounds","Journal of Coordination Chemistry","xiao_jing_liu"
53508,"Modulation of radiationinduced tumour necrosis factorα and transforming growth factor β1 expression in the lung tissue by Shengqi Fuzheng injection","Molecular Medicine Reports","li_liu"
30511,"Four subtypes of motor neurons exhibiting mutually exclusive firing patterns in the spinal ventral horn","Neuroscience Letters","jianmin_zhang"
82006,"Copper Nanocrystal Plane Effect on Stereoselectivity of Catalytic Deoxygenation of Aromatic Epoxides","Journal of the American Chemical Society","jinlong_yang"
189365,"Synthesis and properties of new dialkoxyphenylene quinoxalinebased donoracceptor conjugated polymers and their applications on thin film transistors and solar cells","Journal of Polymer Science Part A Polymer Chemistry","jyh_lih_wu"
81973,"Controlling the morphology of rhodium nanocrystals by manipulating the growth kinetics with a syringe pump","Nano Letters","taekyung_yu"
94852,"Isolation and identification of a novel anticoagulant peptide from enzymatic hydrolysates of scorpion Buthus martensii Karsch protein","Food Research International","meiyan_yang"
32750,"Electronic and magnetic instability in Pr","Journal of Magnetism and Magnetic Materials","w_l_huang"
195642,"Determination of Mn Valence from Xray absorption near edge structure and study of magnetic behavior in holedoped Nd","Journal of Solid State Chemistry","c_y_chang"
11886,"Uncalibrated imagebased visual servoing of rigidlink electrically driven robotic manipulators","Asian Journal of Control","hesheng_wang"
75812,"Interactive optimization approach for optimal impulsive rendezvous using primer vector and evolutionary algorithms","International Astronautical Federation 59th International Astronautical Congress 2008 IAC 2008","ya_zhong_luo"
45584,"An effective timestep control method in damped pseudotransient analysis for solving nonlinear DC circuit equations","IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences","dan_niu"
165661,"Colontargeted delivery of liver hydrolysates Efficacy in reversing carbon tetrachlorideinduced liver damage","Journal of Drug Delivery Science and Technology","kefeng_wu"
44948,"Study of moisture transfer in envelope of city residential buildings in Tibet altiplano","Taiyangneng XuebaoActa Energiae Solaris Sinica","guochen_sang"
63550,"Efficacy and safety of cilostazol therapy in ischemic stroke A metaanalysis","Journal of Stroke and Cerebrovascular Diseases","barnhart_margaret"
202390,"Effects of soilstructure interaction on seismic response and damage of isolated structures","Tumu Gongcheng XuebaoChina Civil Engineering Journal","changping_li"
37137,"Augmented TLR2 expression on monocytes in both human Kawasaki disease and a mouse model of coronary arteritis","PLoS ONE","feng_shen_wang"
22908,"Optimization of concrete mixture based on BP ANN and genetic algorithms","Shuili Fadian XuebaoJournal of Hydroelectric Engineering","guohua_liu"
9156,"On De Giorgis conjecture and beyond","Proceedings of the National Academy of Sciences of the United States of America","juncheng_wei"
